matchId;playerId;playerPosition
1;1;DF
1;2;DF
1;3;DF
1;4;DF
1;5;MD
1;6;MD
1;7;MD
1;8;MD
1;9;FW
1;10;FW
1;11;GK
1;12;MD
1;13;FW
1;14;MD
1;15;DF
1;16;DF
1;17;DF
1;18;MD
1;19;MD
1;20;MD
1;21;MD
1;22;MD
1;23;FW
1;24;FW
1;25;GK
1;26;MD
1;27;MD
1;28;MD
2;1;DF
2;2;DF
2;3;DF
2;4;DF
2;5;MD
2;6;MD
2;7;MD
2;8;MD
2;9;FW
2;10;FW
2;11;GK
2;12;MD
2;13;MD
2;14;FW
2;15;DF
2;16;DF
2;17;DF
2;18;DF
2;19;MD
2;20;MD
2;21;MD
2;22;FW
2;23;MD
2;24;FW
2;25;GK
2;26;FW
